Car_ID,Brand,Model_Year,Body_Type,Fuel_Type,Transmission,Engine_L,Horsepower,Mileage_kmpl,KM_Driven,Region,City,Selling_Price_Lakh,Profit_Lakh,Units_Sold
CAR10464,Hyundai,2022,SUV,CNG,Manual,3.8,241,27.7,123196,South,Ahmedabad,16.79,3.32,1
CAR10465,Toyota,2021,Sedan,Petrol,Automatic,1.9,113,24.6,28008,West,Ahmedabad,16.96,3.89,2
CAR10466,Jeep,2018,MUV,Petrol,CVT,4.4,225,23.9,60982,Central,Hyderabad,28.46,6.1,9
CAR10467,Ford,2020,Coupe,Petrol,Manual,2.4,207,26.1,23227,South,Ahmedabad,16.22,1.71,1
CAR10468,Volkswagen,2023,SUV,Hybrid,AMT,1.6,133,34.1,6618,West,Indore,22.76,4.5,6
CAR10469,Ford,2017,SUV,CNG,DCT,2.8,163,25.2,73346,Central,Ahmedabad,14.87,2.47,1
CAR10470,Skoda,2019,Sedan,Petrol,CVT,1.9,86,26.9,113781,Central,Mumbai,11.89,1.9,3
CAR10471,Maruti Suzuki,2025,SUV,CNG,Automatic,1.8,118,26.9,69890,North,Bengaluru,6.52,0.63,2
CAR10472,Nissan,2017,Convertible,Petrol,Automatic,3.2,168,26.2,12016,North,Chennai,17.72,3.45,4
CAR10473,Hyundai,2021,MUV,Diesel,DCT,4.0,251,21.7,43493,Central,Chennai,15.37,2.49,9
CAR10474,Kia,2019,SUV,Petrol,Automatic,4.3,286,17.2,80738,Central,Chennai,15.9,1.53,5
CAR10475,Tata,2018,Sedan,Diesel,Manual,2.5,138,26.4,67255,South,Bengaluru,10.04,2.11,1
CAR10476,Maruti Suzuki,2021,Hatchback,Hybrid,Manual,1.1,77,35.0,149335,East,Pune,6.6,0.99,2
CAR10477,Nissan,2022,Hatchback,Diesel,AMT,2.8,175,22.6,109647,East,Mumbai,12.02,2.77,4
CAR10478,Toyota,2018,Hatchback,Petrol,Automatic,2.6,144,25.4,179798,West,Ahmedabad,10.17,2.04,4
CAR10479,Tata,2017,Sedan,Electric,Manual,1.6,98,35.0,35712,West,Pune,13.37,3.07,7
CAR10480,Honda,2018,Pickup,CNG,Automatic,4.6,268,24.2,69803,South,Indore,14.47,2.76,4
CAR10481,Mercedes-Benz,2023,SUV,Diesel,AMT,4.9,307,13.7,20284,Central,Delhi,86.24,18.03,9
CAR10482,Nissan,2025,Sedan,Diesel,Automatic,1.0,36,27.6,8522,North,Bengaluru,12.64,1.52,3
CAR10483,BMW,2018,Hatchback,Electric,CVT,4.1,209,32.3,166696,North,Jaipur,45.03,7.68,8
CAR10484,Maruti Suzuki,2020,Sedan,Petrol,AMT,3.5,185,27.0,91258,Central,Kolkata,9.07,1.63,2
CAR10485,Hyundai,2020,Coupe,Electric,DCT,1.9,122,32.1,120466,North,Hyderabad,17.79,2.42,11
CAR10486,BMW,2020,Sedan,Petrol,CVT,3.5,156,20.8,53348,Central,Delhi,49.42,4.84,11
CAR10487,Audi,2019,MUV,Electric,Manual,1.3,88,35.0,14019,South,Ahmedabad,70.76,13.78,4
CAR10488,Kia,2017,Coupe,Petrol,Automatic,1.1,104,26.6,161235,South,Bengaluru,21.07,4.85,3
CAR10489,Maruti Suzuki,2022,Hatchback,Petrol,Manual,5.0,242,17.5,120223,North,Indore,7.24,1.62,1
CAR10490,Tata,2020,SUV,Diesel,DCT,3.5,211,19.1,129513,Central,Chennai,13.79,1.54,11
CAR10491,Skoda,2020,Pickup,Diesel,Manual,1.9,100,22.6,98342,South,Mumbai,19.09,2.16,1
CAR10492,Skoda,2019,Sedan,Electric,Automatic,2.7,153,30.0,75756,North,Hyderabad,20.33,3.43,1
CAR10493,Maruti Suzuki,2026,Hatchback,CNG,CVT,4.8,237,21.6,78898,East,Kolkata,6.56,1.43,2
CAR10494,Tata,2023,Pickup,Petrol,Manual,2.6,109,20.8,138354,North,Kolkata,12.13,1.95,4
CAR10495,Mercedes-Benz,2021,Convertible,Petrol,CVT,4.6,266,19.3,44770,West,Indore,112.92,15.78,11
CAR10496,Hyundai,2019,SUV,Petrol,Manual,4.4,229,17.1,64711,North,Chennai,14.17,2.69,2
CAR10497,Honda,2025,SUV,Diesel,Automatic,2.2,140,23.3,58802,East,Chennai,18.17,4.14,7
CAR10498,Audi,2025,Sedan,Diesel,Automatic,3.7,195,19.8,96308,South,Pune,62.62,12.0,8
CAR10499,Skoda,2017,Coupe,Electric,Automatic,3.6,230,33.2,174338,North,Mumbai,22.59,3.08,9
CAR10500,Hyundai,2026,SUV,Electric,Automatic,4.0,251,30.8,166487,North,Jaipur,19.5,1.82,8
CAR10501,Honda,2023,Hatchback,Petrol,CVT,2.3,166,21.3,100341,East,Bengaluru,11.72,2.48,11
CAR10502,Tata,2017,SUV,Diesel,Automatic,1.0,40,27.9,40027,South,Bengaluru,12.8,1.32,8
CAR10503,Jeep,2024,Pickup,Diesel,Automatic,1.5,104,29.6,169571,North,Delhi,30.83,5.29,10
CAR10504,Skoda,2018,Coupe,Diesel,CVT,3.4,159,22.2,59785,North,Chennai,22.27,3.13,4
CAR10505,Mercedes-Benz,2017,Sedan,Petrol,AMT,4.1,260,18.3,67357,Central,Hyderabad,63.6,7.02,5
CAR10506,Hyundai,2018,Hatchback,Petrol,Manual,4.0,169,20.0,159978,West,Ahmedabad,8.75,1.37,9
CAR10507,Kia,2021,Pickup,Petrol,DCT,3.3,242,15.9,51081,West,Jaipur,17.48,4.03,10
CAR10508,BMW,2023,Pickup,Petrol,Manual,1.2,56,26.7,85828,Central,Ahmedabad,52.4,10.49,1
CAR10509,Mercedes-Benz,2021,SUV,Hybrid,Automatic,0.9,107,33.6,165434,North,Chennai,78.0,9.33,5
CAR10510,BMW,2018,SUV,Petrol,Automatic,4.1,278,17.4,60630,West,Jaipur,61.06,9.59,9
CAR10511,Jeep,2018,SUV,Diesel,AMT,3.1,185,20.3,114255,West,Mumbai,31.23,5.95,2
CAR10512,Maruti Suzuki,2025,Sedan,Diesel,Manual,4.1,217,18.9,11527,South,Bengaluru,11.16,1.7,4
CAR10513,Nissan,2026,Hatchback,CNG,Manual,1.5,62,34.4,179229,East,Chennai,8.81,1.76,7
CAR10514,Nissan,2024,Hatchback,Petrol,AMT,2.5,157,27.3,78316,West,Hyderabad,10.14,2.07,1
CAR10515,Jeep,2018,Sedan,Petrol,Manual,4.7,248,15.9,122300,West,Bengaluru,18.62,2.16,11
CAR10516,Honda,2025,Coupe,Petrol,Automatic,1.5,97,24.8,92605,South,Indore,21.45,3.86,5
CAR10517,Skoda,2023,Hatchback,Diesel,AMT,1.1,74,25.9,80946,West,Bengaluru,11.86,2.36,9
CAR10518,Toyota,2022,Sedan,Petrol,Automatic,3.5,170,24.0,76108,West,Chennai,18.13,3.24,5
CAR10519,Kia,2018,SUV,Hybrid,Manual,3.3,198,29.5,8109,North,Pune,18.41,1.88,5
CAR10520,Volkswagen,2026,Sedan,Petrol,Manual,4.8,267,18.8,53555,East,Kolkata,21.63,4.6,11
CAR10521,Audi,2021,Hatchback,Petrol,DCT,4.6,237,20.6,71615,East,Kolkata,42.43,9.0,10
CAR10522,Ford,2017,SUV,Petrol,Automatic,3.9,227,18.9,69597,South,Indore,16.23,3.03,6
CAR10523,Ford,2019,Sedan,Electric,Manual,0.9,88,35.0,52868,North,Kolkata,17.56,4.06,6
CAR10524,Nissan,2021,SUV,Electric,Manual,2.8,174,35.0,117427,North,Mumbai,21.88,5.01,9
CAR10525,Mercedes-Benz,2017,Pickup,Hybrid,Automatic,4.6,244,23.4,150098,West,Ahmedabad,93.33,22.25,8
CAR10526,Mercedes-Benz,2020,Hatchback,Diesel,DCT,2.6,139,23.1,160973,Central,Ahmedabad,43.23,9.43,11
CAR10527,Skoda,2021,Pickup,Hybrid,Manual,4.8,275,29.2,175147,East,Bengaluru,18.97,2.73,4
CAR10528,Ford,2026,Pickup,Hybrid,Manual,3.5,167,27.3,118693,Central,Jaipur,24.12,5.08,2
CAR10529,Skoda,2017,Coupe,Petrol,Automatic,1.3,117,29.7,76928,Central,Chennai,20.78,3.81,3
CAR10530,Skoda,2022,SUV,Diesel,Manual,2.9,191,21.2,118078,West,Mumbai,22.27,2.99,6
CAR10531,Volkswagen,2026,SUV,Electric,Manual,3.7,184,30.8,28167,East,Mumbai,34.39,8.09,4
CAR10532,Ford,2025,SUV,Petrol,DCT,1.1,130,29.3,147953,Central,Ahmedabad,19.41,4.05,9
CAR10533,Ford,2026,SUV,Hybrid,AMT,2.2,183,29.1,98620,West,Bengaluru,25.72,2.33,10
CAR10534,Mercedes-Benz,2018,Hatchback,Diesel,Manual,3.8,189,23.3,33899,Central,Kolkata,35.16,5.29,3
CAR10535,Volkswagen,2025,Pickup,Diesel,Automatic,1.5,54,27.5,79520,Central,Ahmedabad,20.58,2.9,11
CAR10536,Ford,2026,SUV,Petrol,Manual,2.3,157,21.9,57692,North,Jaipur,18.42,2.99,7
CAR10537,Hyundai,2020,MUV,Hybrid,Manual,3.7,168,27.9,66173,West,Kolkata,18.5,1.76,3
CAR10538,Honda,2021,Sedan,Electric,Automatic,4.1,260,30.5,13853,West,Indore,21.22,4.63,3
CAR10539,Volkswagen,2022,Hatchback,Petrol,Automatic,3.0,153,23.8,7810,Central,Chennai,12.79,2.94,2
CAR10540,Toyota,2021,SUV,Petrol,AMT,4.8,330,24.1,66186,South,Jaipur,19.58,2.3,6
CAR10541,Mahindra,2019,SUV,Petrol,CVT,4.7,263,17.6,57791,Central,Bengaluru,17.27,4.13,1
CAR10542,Toyota,2026,SUV,Petrol,Manual,2.8,176,24.9,179794,East,Delhi,29.74,4.63,2
CAR10543,Ford,2026,Sedan,CNG,DCT,1.5,114,31.5,50949,South,Ahmedabad,17.09,4.1,9
CAR10544,Ford,2020,Sedan,Diesel,Automatic,4.0,212,20.5,62629,North,Ahmedabad,18.32,3.44,6
CAR10545,Nissan,2025,SUV,Petrol,Manual,1.8,131,25.2,165161,South,Indore,16.54,2.35,6
CAR10546,Toyota,2020,Sedan,Petrol,CVT,4.3,264,17.1,155460,Central,Indore,15.36,2.43,4
CAR10547,Hyundai,2024,Pickup,CNG,Manual,3.3,168,28.1,14948,West,Mumbai,13.99,2.18,7
CAR10548,Volkswagen,2022,Hatchback,Petrol,Automatic,2.5,106,23.1,20011,West,Pune,10.33,2.24,4
CAR10549,Kia,2021,Sedan,Hybrid,AMT,3.1,134,26.8,21622,Central,Ahmedabad,17.91,3.51,1
CAR10550,Mahindra,2018,Sedan,Petrol,Manual,3.0,180,25.8,85449,South,Pune,12.18,1.63,7
CAR10551,Nissan,2023,SUV,Petrol,CVT,4.7,293,19.0,105201,West,Delhi,21.34,5.05,1
CAR10552,Audi,2020,SUV,Hybrid,Manual,1.7,145,32.2,66506,South,Delhi,72.51,10.93,8
CAR10553,Nissan,2019,SUV,Petrol,CVT,4.7,277,22.7,7269,Central,Pune,13.8,2.24,11
CAR10554,Mercedes-Benz,2018,Pickup,Hybrid,Manual,0.9,14,29.3,40277,East,Jaipur,74.7,14.07,8
CAR10555,Jeep,2026,Sedan,Petrol,Manual,4.0,161,24.2,112555,Central,Mumbai,23.51,4.46,7
CAR10556,Kia,2018,SUV,Hybrid,Automatic,4.7,355,23.1,70188,West,Delhi,19.9,2.39,11
CAR10557,Maruti Suzuki,2024,Hatchback,Hybrid,CVT,2.5,151,31.6,26620,West,Kolkata,8.47,1.55,3
CAR10558,Skoda,2025,Sedan,Hybrid,Manual,1.1,64,32.6,118973,Central,Chennai,18.84,4.3,9
CAR10559,Maruti Suzuki,2017,SUV,Petrol,CVT,4.2,263,17.2,112340,West,Indore,9.04,0.87,3
CAR10560,Nissan,2022,Hatchback,Hybrid,Manual,4.3,201,30.6,90803,South,Indore,12.44,2.74,1
CAR10561,Volkswagen,2022,SUV,CNG,Automatic,2.2,126,35.0,169532,East,Hyderabad,17.24,2.08,3
CAR10562,Toyota,2020,SUV,Petrol,Automatic,3.0,234,22.1,152758,East,Indore,22.08,5.25,6
CAR10563,Kia,2023,MUV,Petrol,Manual,4.2,247,20.9,11961,North,Bengaluru,19.57,3.63,1
CAR10564,Ford,2021,SUV,Electric,DCT,1.6,94,35.0,163365,East,Indore,22.89,3.72,4
CAR10565,Skoda,2021,SUV,Petrol,Automatic,3.4,181,27.0,13682,East,Kolkata,18.11,4.27,1
CAR10566,BMW,2021,Sedan,Hybrid,AMT,2.6,130,24.4,89331,South,Kolkata,79.34,10.31,3
CAR10567,BMW,2025,Hatchback,Hybrid,Automatic,1.5,75,34.5,162794,North,Delhi,45.16,9.07,8
CAR10568,BMW,2023,Hatchback,Petrol,Automatic,4.3,288,17.5,176802,East,Mumbai,40.52,6.44,2
CAR10569,Tata,2020,SUV,Diesel,Automatic,2.2,141,17.7,8951,East,Mumbai,14.05,1.7,3
CAR10570,Volkswagen,2026,Pickup,Diesel,CVT,4.7,229,17.6,17603,North,Kolkata,23.37,3.54,2
CAR10571,Jeep,2025,Hatchback,Petrol,AMT,3.2,175,27.9,47225,West,Mumbai,21.76,3.74,5
CAR10572,Hyundai,2026,SUV,CNG,Automatic,3.0,197,25.8,53359,North,Mumbai,18.75,3.55,9
CAR10573,Mercedes-Benz,2024,MUV,Petrol,Automatic,2.6,111,26.1,53903,North,Pune,79.64,18.57,6
CAR10574,Toyota,2020,Coupe,Petrol,Automatic,2.5,183,27.6,77924,East,Jaipur,25.38,2.62,3
CAR10575,Toyota,2024,SUV,Electric,Automatic,4.2,286,31.9,60793,South,Delhi,31.49,4.76,4
CAR10576,Audi,2020,SUV,Petrol,Automatic,3.6,226,21.7,106972,Central,Hyderabad,74.11,10.77,8
CAR10577,Skoda,2019,SUV,Electric,Automatic,4.0,225,27.3,154446,North,Indore,26.05,4.53,6
CAR10578,Kia,2021,Coupe,Petrol,AMT,2.6,165,21.6,100537,South,Kolkata,18.96,3.49,6
CAR10579,Skoda,2026,Hatchback,Diesel,DCT,1.9,63,28.2,63086,West,Mumbai,13.81,3.22,10
CAR10580,Honda,2022,Pickup,Petrol,DCT,1.2,63,27.3,104395,South,Delhi,12.68,2.72,10
CAR10581,Honda,2020,Hatchback,Hybrid,CVT,4.1,233,28.3,113576,Central,Indore,12.86,2.27,3
CAR10582,Nissan,2021,Coupe,Electric,Automatic,2.5,150,35.0,161843,West,Kolkata,24.08,4.91,8
CAR10583,Honda,2019,Hatchback,Electric,AMT,2.9,208,35.0,170797,Central,Mumbai,14.32,3.34,9
CAR10584,Toyota,2023,Hatchback,CNG,Manual,2.8,174,27.0,53573,Central,Jaipur,13.25,2.09,10
CAR10585,Hyundai,2020,Hatchback,Hybrid,Automatic,2.6,98,35.0,165696,North,Jaipur,11.35,1.93,3
CAR10586,Skoda,2022,SUV,Hybrid,Manual,3.7,184,28.5,147949,East,Ahmedabad,25.8,4.56,9
CAR10587,Mahindra,2020,Sedan,Diesel,Manual,3.4,162,26.9,27430,West,Delhi,13.8,1.69,3
CAR10588,Honda,2020,Hatchback,CNG,DCT,4.9,309,19.6,102650,North,Delhi,10.51,1.58,5
CAR10589,Nissan,2026,SUV,Diesel,CVT,1.4,124,27.2,31636,East,Bengaluru,18.91,4.53,1
CAR10590,Nissan,2020,Sedan,CNG,Automatic,3.2,217,26.1,90835,West,Mumbai,9.57,1.2,7
CAR10591,Nissan,2017,MUV,Petrol,Manual,1.1,61,27.8,12825,West,Hyderabad,12.98,2.18,8
CAR10592,Skoda,2020,Pickup,Diesel,AMT,4.2,226,23.6,57397,East,Chennai,20.1,3.27,5
CAR10593,BMW,2022,SUV,Hybrid,Automatic,3.4,181,30.0,107915,Central,Ahmedabad,81.57,8.69,5
CAR10594,Jeep,2017,Hatchback,Petrol,CVT,2.6,152,27.4,58212,West,Mumbai,13.24,2.96,3
CAR10595,Mercedes-Benz,2020,Sedan,Petrol,DCT,4.2,226,17.9,6762,North,Ahmedabad,68.91,10.34,9
CAR10596,Nissan,2018,Pickup,CNG,Automatic,2.7,143,26.1,72983,South,Indore,11.16,2.21,11
CAR10597,Volkswagen,2022,Hatchback,Diesel,Manual,1.8,139,25.7,99705,Central,Mumbai,12.9,3.02,2
CAR10598,Maruti Suzuki,2024,Sedan,Petrol,Manual,2.8,151,23.2,138614,North,Pune,9.22,1.61,4
CAR10599,Tata,2026,Pickup,Petrol,Manual,1.1,94,26.8,28878,North,Hyderabad,15.26,3.01,7
CAR10600,Tata,2020,Pickup,Petrol,Automatic,4.6,213,16.1,88428,South,Delhi,11.95,2.87,5
CAR10601,Tata,2025,Sedan,Diesel,Manual,3.9,282,24.2,39781,Central,Bengaluru,15.41,2.56,1
CAR10602,Maruti Suzuki,2019,SUV,CNG,Manual,4.0,236,24.3,31920,West,Ahmedabad,9.01,1.74,1
CAR10603,Maruti Suzuki,2024,SUV,CNG,Manual,4.5,290,28.5,26345,North,Jaipur,10.35,1.81,3
CAR10604,Ford,2022,MUV,Hybrid,Manual,4.1,247,27.2,137976,South,Chennai,26.27,6.26,11
CAR10605,Nissan,2024,Hatchback,Hybrid,AMT,2.6,131,32.7,165917,Central,Mumbai,11.32,2.03,7
CAR10606,Volkswagen,2024,Hatchback,Petrol,Manual,1.3,92,28.6,121091,South,Bengaluru,13.88,2.35,3
CAR10607,Mercedes-Benz,2022,SUV,Electric,CVT,2.4,179,33.8,71207,East,Jaipur,101.0,17.18,1
CAR10608,Kia,2019,Sedan,Petrol,Manual,4.7,241,19.8,171116,East,Hyderabad,11.39,1.51,9
CAR10609,Jeep,2022,SUV,Petrol,Manual,4.8,271,24.3,92002,West,Kolkata,32.12,2.93,5
CAR10610,Nissan,2025,Sedan,CNG,Manual,4.0,221,26.2,97647,West,Delhi,13.98,3.3,5
CAR10611,Nissan,2026,Convertible,Electric,AMT,1.7,91,35.0,116041,Central,Ahmedabad,31.03,5.6,7
CAR10612,Hyundai,2026,Coupe,Petrol,Manual,1.6,158,28.2,119523,North,Kolkata,22.21,2.48,3
CAR10613,Maruti Suzuki,2018,SUV,Hybrid,Automatic,4.5,290,27.1,91128,East,Hyderabad,13.16,1.92,9
CAR10614,Audi,2022,MUV,Diesel,Manual,1.4,75,27.2,88882,West,Jaipur,62.43,5.77,4
CAR10615,Mahindra,2018,Sedan,Petrol,DCT,3.3,197,23.7,60637,East,Hyderabad,13.2,1.76,8
CAR10616,Tata,2023,SUV,Petrol,Manual,2.4,106,26.5,124136,West,Indore,14.08,1.85,6
CAR10617,BMW,2026,Hatchback,Petrol,Automatic,2.1,100,20.9,122661,West,Hyderabad,41.51,9.49,2
CAR10618,BMW,2017,Convertible,Diesel,CVT,3.6,205,22.1,81320,South,Chennai,65.71,13.06,7
CAR10619,Toyota,2023,Coupe,Diesel,Manual,4.8,327,17.9,129614,North,Indore,28.22,4.3,1
CAR10620,Ford,2026,Pickup,Diesel,Manual,4.1,230,19.0,29124,Central,Pune,23.9,3.86,8
CAR10621,Hyundai,2025,Convertible,Petrol,CVT,2.8,190,27.2,77836,Central,Ahmedabad,22.15,2.78,5
CAR10622,Kia,2020,Pickup,CNG,Manual,2.7,170,26.3,177669,Central,Bengaluru,12.36,1.12,8
CAR10623,Ford,2018,Sedan,Diesel,Manual,4.6,241,14.8,133391,South,Pune,17.58,3.67,3
CAR10624,Hyundai,2026,Pickup,CNG,Automatic,3.2,172,29.7,131063,South,Hyderabad,15.37,2.7,5
CAR10625,Tata,2026,SUV,Petrol,Manual,2.9,195,18.8,156064,South,Mumbai,12.98,1.43,4
CAR10626,BMW,2022,SUV,Diesel,CVT,3.7,217,15.3,111509,North,Bengaluru,81.22,9.28,3
CAR10627,Audi,2026,SUV,Electric,Automatic,1.8,162,35.0,120953,North,Indore,83.14,9.76,4
CAR10628,Audi,2017,Sedan,Petrol,Automatic,1.1,33,27.8,89248,South,Hyderabad,50.79,7.46,1
CAR10629,Kia,2023,Sedan,Petrol,Manual,4.4,250,20.9,149590,Central,Ahmedabad,17.62,1.6,5
CAR10630,Audi,2017,Sedan,Petrol,AMT,3.4,205,20.5,129500,South,Mumbai,42.82,7.98,2
CAR10631,Maruti Suzuki,2026,Hatchback,Petrol,Automatic,1.5,75,22.2,96621,East,Bengaluru,7.56,1.68,6
CAR10632,Mercedes-Benz,2023,SUV,Diesel,Manual,2.1,127,21.4,27185,East,Indore,106.13,23.36,1
CAR10633,Hyundai,2026,Convertible,Petrol,CVT,5.0,273,17.2,146050,South,Kolkata,26.5,4.63,1
CAR10634,Audi,2022,SUV,Petrol,Automatic,3.5,238,17.8,62069,Central,Jaipur,66.61,7.94,5
CAR10635,Ford,2017,SUV,Diesel,AMT,3.5,205,22.5,67829,North,Jaipur,21.9,3.77,4
CAR10636,Mahindra,2017,SUV,Petrol,Manual,1.1,59,26.0,26822,Central,Chennai,13.28,1.97,10
CAR10637,BMW,2020,SUV,Petrol,Manual,4.9,323,18.8,42982,West,Indore,74.55,13.89,3
CAR10638,Mercedes-Benz,2024,Sedan,Hybrid,AMT,4.5,257,26.7,27054,South,Ahmedabad,77.71,10.32,5
CAR10639,Maruti Suzuki,2018,Coupe,Petrol,AMT,3.1,231,23.7,22057,West,Mumbai,8.97,1.95,3
CAR10640,Jeep,2025,Hatchback,Petrol,Automatic,2.1,134,26.5,8735,East,Delhi,17.73,2.87,10
CAR10641,Mahindra,2019,SUV,Petrol,Manual,3.7,283,20.1,56574,Central,Mumbai,15.21,3.23,9
CAR10642,Skoda,2021,MUV,Petrol,CVT,4.3,264,20.2,137281,North,Ahmedabad,21.9,3.72,2
CAR10643,Nissan,2019,SUV,Diesel,Manual,4.1,232,20.9,156179,North,Mumbai,13.96,2.45,3
CAR10644,Kia,2021,Convertible,Petrol,Automatic,4.9,281,11.0,44779,East,Bengaluru,25.41,3.79,3
CAR10645,Maruti Suzuki,2021,Sedan,Petrol,Automatic,3.5,179,23.5,79175,Central,Kolkata,7.77,1.27,2
CAR10646,Mercedes-Benz,2017,Convertible,CNG,Manual,2.1,104,30.4,150601,North,Mumbai,89.25,8.36,3
CAR10647,Hyundai,2022,MUV,CNG,Manual,2.9,124,29.7,128703,West,Chennai,14.35,1.51,10
CAR10648,Volkswagen,2024,MUV,Petrol,Manual,4.2,224,16.1,163276,Central,Pune,22.19,4.35,6
CAR10649,Jeep,2026,SUV,Petrol,CVT,1.9,143,24.5,78581,East,Indore,26.6,5.9,5
CAR10650,Nissan,2020,Coupe,Diesel,Manual,1.8,132,22.4,34499,Central,Kolkata,20.91,4.82,3
CAR10651,Kia,2025,Pickup,Electric,Automatic,3.8,182,35.0,30064,West,Ahmedabad,25.42,5.35,3
CAR10652,Tata,2025,SUV,Electric,DCT,2.7,135,31.3,129051,South,Hyderabad,20.9,4.32,7
CAR10653,BMW,2026,Coupe,Petrol,Automatic,4.2,319,17.1,9596,Central,Kolkata,109.54,11.69,9
CAR10654,Nissan,2020,MUV,Petrol,Automatic,1.4,85,28.2,85553,West,Hyderabad,13.65,1.38,7
CAR10655,Volkswagen,2025,SUV,Petrol,Automatic,2.2,125,22.8,66826,North,Indore,21.62,4.44,8
CAR10656,Kia,2022,Pickup,CNG,Automatic,1.9,116,27.7,165818,East,Delhi,12.7,1.6,3
CAR10657,Maruti Suzuki,2017,Sedan,CNG,Automatic,3.7,258,28.8,179683,West,Hyderabad,7.05,0.81,11
CAR10658,Tata,2019,SUV,Petrol,DCT,4.0,261,23.2,89773,Central,Delhi,14.02,2.57,10
CAR10659,Honda,2023,Hatchback,Diesel,AMT,2.7,79,25.7,106525,West,Jaipur,13.03,1.42,10
CAR10660,Mercedes-Benz,2018,Sedan,Petrol,Automatic,2.8,220,25.8,71302,East,Pune,62.78,5.76,8
CAR10661,Ford,2021,Coupe,Hybrid,Automatic,1.4,66,32.9,140954,South,Delhi,29.25,2.77,8
CAR10662,Maruti Suzuki,2024,Sedan,CNG,CVT,3.7,198,25.5,56548,North,Pune,7.69,0.99,1
CAR10663,Toyota,2018,Sedan,Diesel,Manual,5.0,247,16.1,135262,North,Kolkata,14.77,2.72,2
CAR10664,BMW,2021,Sedan,Petrol,CVT,4.1,207,20.7,163133,West,Delhi,50.43,10.39,2
CAR10665,Volkswagen,2019,SUV,Diesel,Manual,1.7,126,24.3,35045,Central,Indore,20.16,1.84,6
CAR10666,Mahindra,2022,Coupe,Petrol,AMT,3.4,170,20.5,44581,North,Chennai,16.49,3.27,7
CAR10667,Kia,2019,Pickup,Electric,CVT,2.0,108,35.0,71185,West,Delhi,22.26,3.88,2
CAR10668,Nissan,2026,Hatchback,Petrol,Automatic,0.9,78,31.4,149850,East,Pune,11.43,2.29,9
CAR10669,Skoda,2017,SUV,CNG,Manual,1.6,92,32.4,117167,North,Chennai,14.66,2.43,7
CAR10670,Honda,2026,SUV,Petrol,CVT,1.2,56,32.5,38982,South,Pune,23.44,5.24,7
CAR10671,Jeep,2024,SUV,Petrol,Automatic,1.6,110,24.0,69404,South,Mumbai,24.19,2.87,11
CAR10672,Tata,2025,SUV,Petrol,Automatic,4.1,242,14.6,117594,West,Jaipur,14.93,2.45,7
CAR10673,Tata,2025,Sedan,Petrol,Automatic,2.0,95,27.3,173829,South,Kolkata,14.69,2.6,1
CAR10674,Honda,2018,SUV,Petrol,Automatic,4.0,215,18.1,83936,Central,Kolkata,17.61,3.27,9
CAR10675,Tata,2026,SUV,Hybrid,AMT,4.8,302,24.7,18042,South,Jaipur,25.33,3.88,10
CAR10676,Mahindra,2022,SUV,Petrol,Manual,3.2,216,17.0,23306,North,Hyderabad,17.21,2.12,1
CAR10677,Volkswagen,2026,SUV,Petrol,Automatic,2.8,152,20.6,10034,North,Delhi,27.53,2.88,6
CAR10678,Honda,2025,Coupe,Petrol,CVT,4.0,232,15.9,27038,East,Hyderabad,27.18,3.09,6
CAR10679,Kia,2022,MUV,Petrol,Manual,1.2,69,25.8,77198,East,Pune,16.38,2.84,2
CAR10680,Jeep,2020,Sedan,CNG,Automatic,2.6,119,27.6,54264,West,Chennai,18.15,2.09,4
CAR10681,Mahindra,2018,Coupe,CNG,Automatic,2.9,199,28.3,57679,East,Mumbai,16.11,2.59,10
CAR10682,Ford,2018,Coupe,Petrol,CVT,4.3,308,23.4,139164,North,Delhi,19.77,2.85,5
CAR10683,Jeep,2020,Hatchback,Hybrid,Automatic,4.2,230,29.0,88499,South,Jaipur,19.95,2.77,6
CAR10684,Jeep,2025,SUV,Hybrid,CVT,4.4,237,21.6,132564,East,Delhi,37.62,6.77,9
CAR10685,Ford,2022,Sedan,CNG,Manual,3.7,213,27.9,99839,South,Hyderabad,16.63,2.78,5
CAR10686,Nissan,2021,MUV,Petrol,Automatic,3.0,161,23.1,40896,West,Jaipur,16.38,2.23,10
CAR10687,Hyundai,2019,Sedan,Petrol,DCT,4.3,233,19.4,170946,Central,Chennai,15.55,3.01,6
CAR10688,Volkswagen,2022,SUV,Diesel,CVT,4.5,284,19.1,88335,South,Bengaluru,19.3,2.47,11
CAR10689,Hyundai,2023,Sedan,Electric,Automatic,2.8,171,35.0,151311,East,Ahmedabad,13.94,2.61,2
CAR10690,Maruti Suzuki,2026,SUV,Hybrid,Automatic,4.9,295,23.2,21972,Central,Pune,14.79,2.25,10
CAR10691,Jeep,2024,Pickup,Diesel,Automatic,4.5,246,18.7,153664,South,Delhi,35.85,4.1,2
CAR10692,Maruti Suzuki,2023,Sedan,Petrol,Manual,2.9,211,26.6,130290,East,Hyderabad,8.46,2.0,9
CAR10693,Skoda,2026,Convertible,Hybrid,CVT,1.1,91,32.2,48747,South,Delhi,28.53,5.82,8
CAR10694,Jeep,2021,Pickup,Electric,CVT,1.7,114,34.8,143827,West,Chennai,29.82,4.65,7
CAR10695,Honda,2026,Convertible,Petrol,Automatic,4.1,229,20.0,134951,West,Chennai,26.73,5.99,10
CAR10696,BMW,2020,Hatchback,Hybrid,Manual,1.3,46,30.5,161364,North,Jaipur,39.47,8.26,8
